tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
2015173	Ooceraea biroi	105282882	0	live	LOC105282882	X777_09368	mucin-12	mucin-12|Collagen alpha-1(XXI) chain		Un							
2015173	Ooceraea biroi	105282881	0	live	LOC105282881	X777_09728	uncharacterized LOC105282881	uncharacterized protein LOC105282881		Un							
2015173	Ooceraea biroi	105282880	0	live	LOC105282880	X777_09724	CDC42 small effector protein homolog	CDC42 small effector protein homolog|CDC42 small effector protein-like protein		Un							
2015173	Ooceraea biroi	105282879	0	live	LOC105282879	X777_09725	uncharacterized LOC105282879	uncharacterized protein LOC105282879|Protein spaetzle		Un							
2015173	Ooceraea biroi	105282874	0	live	LOC105282874	X777_09717	uncharacterized LOC105282874	uncharacterized protein LOC105282874|Rho GTPase-activating protein		Un							
2015173	Ooceraea biroi	105282870	0	live	LOC105282870	X777_09370	sodium-independent sulfate anion transporter	sodium-independent sulfate anion transporter		Un							
2015173	Ooceraea biroi	105282869	0	live	LOC105282869	X777_09714	excitatory amino acid transporter 3	excitatory amino acid transporter 3		Un							
2015173	Ooceraea biroi	105282868	0	live	LOC105282868	X777_09715	ankyrin repeat domain-containing protein 50	ankyrin repeat domain-containing protein 50		Un							
2015173	Ooceraea biroi	105282867	0	live	LOC105282867	X777_09713	aldehyde dehydrogenase, mitochondrial	aldehyde dehydrogenase, mitochondrial		Un							
2015173	Ooceraea biroi	105282864	0	live	LOC105282864	X777_09372	uncharacterized LOC105282864	uncharacterized protein LOC105282864		Un							
2015173	Ooceraea biroi	105282863	0	live	LOC105282863	X777_09707	mitochondrial import inner membrane translocase subunit Tim22	mitochondrial import inner membrane translocase subunit Tim22		Un							
2015173	Ooceraea biroi	105282862	0	live	LOC105282862	X777_09708	septin-1	septin-1		Un							
2015173	Ooceraea biroi	105282861	0	live	LOC105282861	X777_09706	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase|3-hydroxyacyl-CoA dehydratase		Un							
2015173	Ooceraea biroi	105282860	0	live	LOC105282860	X777_09705	metaxin-1	metaxin-1		Un							
2015173	Ooceraea biroi	105282859	0	live	LOC105282859	X777_09704	vacuolar protein sorting-associated protein 45	vacuolar protein sorting-associated protein 45		Un							
2015173	Ooceraea biroi	105282858	0	live	LOC105282858	X777_09703	transcription initiation factor IIA subunit 1	transcription initiation factor IIA subunit 1		Un							
2015173	Ooceraea biroi	105282857	0	live	LOC105282857	X777_09702	peroxisomal membrane protein PEX13	peroxisomal membrane protein PEX13		Un							
2015173	Ooceraea biroi	105282856	0	live	LOC105282856	X777_09699	N-acetyltransferase ESCO2	N-acetyltransferase ESCO2|N-acetyltransferase ESCO1		Un							
2015173	Ooceraea biroi	105282855	0	live	LOC105282855	X777_09700	probable ATP-dependent RNA helicase DDX43	LOW QUALITY PROTEIN: probable ATP-dependent RNA helicase DDX43|putative ATP-dependent RNA helicase DDX43		Un							
2015173	Ooceraea biroi	105282854	0	live	LOC105282854	X777_09698	uncharacterized LOC105282854	uncharacterized protein LOC105282854		Un							
2015173	Ooceraea biroi	105282853	0	live	LOC105282853	X777_09697	protein wings apart-like	protein wings apart-like|Protein wings apart-like protein		Un							
2015173	Ooceraea biroi	105282852	0	live	LOC105282852	X777_09696	ral GTPase-activating protein subunit beta	ral GTPase-activating protein subunit beta		Un							
2015173	Ooceraea biroi	105282851	0	live	LOC105282851	X777_09373	sodium-independent sulfate anion transporter	sodium-independent sulfate anion transporter		Un							
2015173	Ooceraea biroi	105282850	0	live	LOC105282850	X777_09695	multidrug resistance-associated protein 1	multidrug resistance-associated protein 1		Un							
2015173	Ooceraea biroi	105282849	0	live	LOC105282849	X777_09694	cleft lip and palate transmembrane protein 1 homolog	cleft lip and palate transmembrane protein 1 homolog|Cleft lip and palate transmembrane protein 1-like protein		Un							
2015173	Ooceraea biroi	105282848	0	live	LOC105282848	X777_09693	ADAM 17-like protease	ADAM 17-like protease		Un							
2015173	Ooceraea biroi	105282847	0	live	LOC105282847	X777_09692	isoleucine--tRNA ligase, cytoplasmic	isoleucine--tRNA ligase, cytoplasmic|Isoleucyl-tRNA synthetase, cytoplasmic		Un							
2015173	Ooceraea biroi	105282845	0	live	LOC105282845	X777_09690	spermatogenesis-associated protein 5	spermatogenesis-associated protein 5		Un							
2015173	Ooceraea biroi	105282841	0	live	LOC105282841	X777_09684	intraflagellar transport protein 43 homolog B	intraflagellar transport protein 43 homolog A|intraflagellar transport protein 43 homolog B		Un							
2015173	Ooceraea biroi	105282840	0	live	LOC105282840	X777_09374	uncharacterized LOC105282840	uncharacterized protein LOC105282840|Formin-like protein		Un							
2015173	Ooceraea biroi	105282839	0	live	LOC105282839	X777_09683	intraflagellar transport protein 57 homolog	intraflagellar transport protein 57 homolog|Intraflagellar transport protein 57-like protein		Un							
2015173	Ooceraea biroi	105282837	0	live	LOC105282837	X777_09681	orexin receptor type 2	orexin receptor type 2		Un							
2015173	Ooceraea biroi	105282834	0	live	LOC105282834	X777_09680	protein CASC3	protein CASC3		Un							
2015173	Ooceraea biroi	105282832	0	live	LOC105282832	X777_09357	cytosolic Fe-S cluster assembly factor NUBP2 homolog	cytosolic Fe-S cluster assembly factor NUBP2 homolog|Cytosolic Fe-S cluster assembly factor NUBP2-like protein		Un							
2015173	Ooceraea biroi	105282831	0	live	LOC105282831	X777_09675	uncharacterized LOC105282831	uncharacterized protein LOC105282831		Un							
2015173	Ooceraea biroi	105282830	0	live	LOC105282830	X777_09676	ras-related protein rab7	ras-related protein rab7|ras-related protein Rab-7a		Un							
2015173	Ooceraea biroi	105282829	0	live	LOC105282829	X777_09677	uncharacterized LOC105282829	uncharacterized protein LOC105282829		Un							
2015173	Ooceraea biroi	105282828	0	live	LOC105282828	X777_09678	mitochondrial import receptor subunit TOM40 homolog 1	mitochondrial import receptor subunit TOM40 homolog 1|Mitochondrial import receptor subunit TOM40-like protein		Un							
2015173	Ooceraea biroi	105282827	0	live	LOC105282827	X777_01852	putative inorganic phosphate cotransporter	putative inorganic phosphate cotransporter		Un							
2015173	Ooceraea biroi	105282826	0	live	LOC105282826	X777_09679	endoplasmic reticulum lectin 1	endoplasmic reticulum lectin 1		Un							
2015173	Ooceraea biroi	105282825	0	live	LOC105282825	X777_09673	uncharacterized LOC105282825	uncharacterized protein LOC105282825|Protein phosphatase 1 regulatory subunit 15A		Un							
2015173	Ooceraea biroi	105282824	0	live	LOC105282824	X777_09353	hexosaminidase D	hexosaminidase D		Un							
2015173	Ooceraea biroi	105282823	0	live	LOC105282823	X777_09672	sorting and assembly machinery component 50 homolog	sorting and assembly machinery component 50 homolog|Sorting and assembly machinery component 50-like protein A		Un							
2015173	Ooceraea biroi	105282822	0	live	LOC105282822	X777_09671	anoctamin-1	anoctamin-1		Un							
2015173	Ooceraea biroi	105282821	0	live	LOC105282821	X777_09669	wee1-like protein kinase	wee1-like protein kinase 1-A|wee1-like protein kinase		Un							
2015173	Ooceraea biroi	105282820	0	live	LOC105282820	X777_09354	uncharacterized LOC105282820	uncharacterized protein LOC105282820		Un							
2015173	Ooceraea biroi	105282818	0	live	LOC105282818	X777_09670	prenylated Rab acceptor protein 1	prenylated Rab acceptor protein 1		Un							
2015173	Ooceraea biroi	105282817	0	live	LOC105282817	X777_09668	E3 ubiquitin-protein ligase RING1	E3 ubiquitin-protein ligase RING1|E3 ubiquitin-protein ligase RING2		Un							
2015173	Ooceraea biroi	105282816	0	live	LOC105282816	X777_09667	uncharacterized LOC105282816	uncharacterized protein LOC105282816		Un							
2015173	Ooceraea biroi	105282814	0	live	LOC105282814	X777_09666	uncharacterized LOC105282814	uncharacterized protein LOC105282814		Un							
2015173	Ooceraea biroi	105282813	0	live	LOC105282813	X777_09664	DNA primase small subunit	DNA primase small subunit		Un							
2015173	Ooceraea biroi	105282811	0	live	LOC105282811	X777_09355	intraflagellar transport protein 140 homolog	intraflagellar transport protein 140 homolog		Un							
2015173	Ooceraea biroi	105282809	0	live	LOC105282809	X777_09663	28S ribosomal protein S15, mitochondrial	28S ribosomal protein S15, mitochondrial		Un							
2015173	Ooceraea biroi	105282808	0	live	LOC105282808	X777_09655	DE-cadherin	DE-cadherin		Un							
2015173	Ooceraea biroi	105282804	0	live	LOC105282804	X777_09647	hippocampus abundant transcript 1 protein	hippocampus abundant transcript 1 protein		Un							
2015173	Ooceraea biroi	105282803	0	live	LOC105282803	X777_09649	TBC1 domain family member 7	TBC1 domain family member 7		Un							
2015173	Ooceraea biroi	105282800	0	live	LOC105282800	X777_09356	serine/threonine-protein kinase/endoribonuclease IRE1	serine/threonine-protein kinase/endoribonuclease IRE1|Serine/threonine-protein kinase/endoribonuclease IRE2		Un							
2015173	Ooceraea biroi	105282799	0	live	LOC105282799	X777_09651	ornithine aminotransferase, mitochondrial	ornithine aminotransferase, mitochondrial		Un							
2015173	Ooceraea biroi	105282797	0	live	LOC105282797	X777_09645	N-acetyl-D-glucosamine kinase	N-acetyl-D-glucosamine kinase		Un							
2015173	Ooceraea biroi	105282796	0	live	LOC105282796	X777_09644	nuclear hormone receptor HR96	nuclear hormone receptor HR96		Un							
2015173	Ooceraea biroi	105282794	0	live	LOC105282794	X777_09347	vacuolar protein sorting-associated protein 41 homolog	vacuolar protein sorting-associated protein 41 homolog|Vacuolar protein sorting-associated protein 41-like protein		Un							
2015173	Ooceraea biroi	105282793	0	live	LOC105282793	X777_09810	protein disulfide-isomerase A6 homolog	protein disulfide-isomerase A6 homolog		Un							
2015173	Ooceraea biroi	105282792	0	live	LOC105282792	X777_09809	uncharacterized LOC105282792	uncharacterized protein LOC105282792		Un							
2015173	Ooceraea biroi	105282791	0	live	LOC105282791	X777_09808	40S ribosomal protein S29	40S ribosomal protein S29		Un							
2015173	Ooceraea biroi	105282790	0	live	LOC105282790	X777_09807	guanine nucleotide exchange factor subunit Rich	guanine nucleotide exchange factor subunit Rich|RIC1-like protein		Un							
2015173	Ooceraea biroi	105282789	0	live	LOC105282789	X777_09805	sodium-independent sulfate anion transporter	sodium-independent sulfate anion transporter		Un							
2015173	Ooceraea biroi	105282788	0	live	LOC105282788	X777_09804	heparan sulfate glucosamine 3-O-sulfotransferase 6	heparan sulfate glucosamine 3-O-sulfotransferase 6|Heparan sulfate glucosamine 3-O-sulfotransferase 3A1		Un							
2015173	Ooceraea biroi	105282787	0	live	LOC105282787	X777_09844	uncharacterized LOC105282787	uncharacterized protein LOC105282787		Un							
2015173	Ooceraea biroi	105282786	0	live	LOC105282786	X777_09822	uncharacterized LOC105282786	LOW QUALITY PROTEIN: uncharacterized protein LOC105282786|L-lactate dehydrogenase		Un							
2015173	Ooceraea biroi	105282784	0	live	LOC105282784	X777_09821	L-lactate dehydrogenase	L-lactate dehydrogenase		Un							
2015173	Ooceraea biroi	105282783	0	live	LOC105282783	X777_09849	UPF0764 protein C16orf89 homolog	UPF0764 protein C16orf89 homolog		Un							
2015173	Ooceraea biroi	105282782	0	live	LOC105282782	X777_09850	uncharacterized LOC105282782	uncharacterized protein LOC105282782		Un							
2015173	Ooceraea biroi	105282779	0	live	LOC105282779	X777_09845	transcription factor 25	transcription factor 25		Un							
2015173	Ooceraea biroi	105282776	0	live	LOC105282776	X777_09842	NEDD4-binding protein 1	NEDD4-binding protein 1|putative ribonuclease ZC3H12D		Un							
2015173	Ooceraea biroi	105282775	0	live	LOC105282775	X777_09843	DNA excision repair protein ERCC-6	DNA excision repair protein ERCC-6		Un							
2015173	Ooceraea biroi	105282774	0	live	LOC105282774	X777_09841	40S ribosomal protein S5	40S ribosomal protein S5		Un							
2015173	Ooceraea biroi	105282772	0	live	LOC105282772	X777_09840	protein sidekick-1	protein sidekick-1|Protein sidekick		Un							
2015173	Ooceraea biroi	105282771	0	live	LOC105282771	X777_09839	exosome complex component RRP40	exosome complex component RRP40		Un							
2015173	Ooceraea biroi	105282769	0	live	LOC105282769	X777_09837	sorting nexin-16	sorting nexin-16		Un							
2015173	Ooceraea biroi	105282767	0	live	LOC105282767	X777_09838	ethanolaminephosphotransferase 1	ethanolaminephosphotransferase 1		Un							
2015173	Ooceraea biroi	105282766	0	live	LOC105282766	X777_09836	b(0,+)-type amino acid transporter 1	b(0,+)-type amino acid transporter 1		Un							
2015173	Ooceraea biroi	105282765	0	live	LOC105282765	X777_09835	ZZ-type zinc finger-containing protein 3	ZZ-type zinc finger-containing protein 3		Un							
2015173	Ooceraea biroi	105282764	0	live	LOC105282764	X777_09834	queuine tRNA-ribosyltransferase accessory subunit 2	queuine tRNA-ribosyltransferase accessory subunit 2|Queuine tRNA-ribosyltransferase subunit QTRTD1-like protein|queuine tRNA-ribosyltransferase subunit QTRTD1 homolog		Un							
2015173	Ooceraea biroi	105282763	0	live	LOC105282763	X777_09830	uncharacterized LOC105282763	uncharacterized protein LOC105282763|TSC22 domain family protein 1		Un							
2015173	Ooceraea biroi	105282760	0	live	LOC105282760	X777_09820	uncharacterized LOC105282760	uncharacterized protein LOC105282760|Bestrophin-3		Un							
2015173	Ooceraea biroi	105282753	0	live	LOC105282753	X777_09794	ets DNA-binding protein pokkuri	ets DNA-binding protein pokkuri		Un							
2015173	Ooceraea biroi	105282752	0	live	LOC105282752	X777_09793	E3 ubiquitin-protein ligase TRIM37	E3 ubiquitin-protein ligase TRIM37		Un							
2015173	Ooceraea biroi	105282746	0	live	LOC105282746	X777_09811	uncharacterized LOC105282746	uncharacterized protein LOC105282746		Un							
2015173	Ooceraea biroi	105282744	0	live	LOC105282744	X777_09743	uncharacterized LOC105282744										
2015173	Ooceraea biroi	105282740	0	live	LOC105282740	X777_09782	uncharacterized LOC105282740	uncharacterized protein LOC105282740		Un							
2015173	Ooceraea biroi	105282739	0	live	LOC105282739	X777_09778	cytochrome P450 4C1	cytochrome P450 4C1		Un							
2015173	Ooceraea biroi	105282738	0	live	LOC105282738	X777_09773	uncharacterized LOC105282738	uncharacterized protein LOC105282738|Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha		Un							
2015173	Ooceraea biroi	105282737	0	live	LOC105282737	X777_09771	DNA helicase MCM8	DNA helicase MCM8|DNA replication licensing factor MCM8		Un							
2015173	Ooceraea biroi	105282736	0	live	LOC105282736	X777_09769	uncharacterized LOC105282736										
2015173	Ooceraea biroi	105282735	0	live	LOC105282735	X777_09776	arginase, hepatic	arginase, hepatic|Arginase-2, mitochondrial		Un							
2015173	Ooceraea biroi	105282734	0	live	LOC105282734	X777_09352	ubiquitin carboxyl-terminal hydrolase 22	ubiquitin carboxyl-terminal hydrolase 22		Un							
2015173	Ooceraea biroi	105282733	0	live	LOC105282733	X777_09775	fumarate hydratase, mitochondrial	fumarate hydratase, mitochondrial		Un							
2015173	Ooceraea biroi	105282732	0	live	LOC105282732	X777_09774	acyl-CoA:lysophosphatidylglycerol acyltransferase 1	acyl-CoA:lysophosphatidylglycerol acyltransferase 1		Un							
2015173	Ooceraea biroi	105282730	0	live	LOC105282730	X777_09770	keratin-associated protein 10-7	keratin-associated protein 10-7		Un							
2015173	Ooceraea biroi	105282728	0	live	LOC105282728	X777_09767	NAD-dependent protein deacetylase sirtuin-2	NAD-dependent protein deacetylase sirtuin-2|NAD-dependent deacetylase sirtuin-2		Un							
2015173	Ooceraea biroi	105282726	0	live	LOC105282726	X777_09761	uncharacterized LOC105282726										
2015173	Ooceraea biroi	105282721	0	live	LOC105282721	X777_09746	matrix metalloproteinase-17	matrix metalloproteinase-17|Neutrophil collagenase		Un							
2015173	Ooceraea biroi	105282720	0	live	LOC105282720	X777_09589	palmitoyl-protein thioesterase 1	palmitoyl-protein thioesterase 1		Un							
2015173	Ooceraea biroi	105282719	0	live	LOC105282719	X777_09588	retinal homeobox protein Rx-B	retinal homeobox protein Rx-B|Dorsal root ganglia homeobox protein		Un							
2015173	Ooceraea biroi	105282717	0	live	LOC105282717	X777_09607	uncharacterized LOC105282717	uncharacterized protein LOC105282717		Un							
2015173	Ooceraea biroi	105282715	0	live	LOC105282715	X777_09605	LMBR1 domain-containing protein 2 homolog	LMBR1 domain-containing protein 2 homolog|LMBR1 domain-containing protein 2-like protein		Un							
2015173	Ooceraea biroi	105282714	0	live	LOC105282714	X777_09606	BBSome-interacting protein 1	BBSome-interacting protein 1		Un							
2015173	Ooceraea biroi	105282713	0	live	LOC105282713	X777_09603	proteasome-associated protein ECM29 homolog	proteasome-associated protein ECM29 homolog|Proteasome-associated protein ECM29-like protein		Un							
2015173	Ooceraea biroi	105282711	0	live	LOC105282711	X777_09604	glycogen debranching enzyme	glycogen debranching enzyme		Un							
2015173	Ooceraea biroi	105282710	0	live	LOC105282710	X777_09602	protein penguin	protein penguin		Un							
2015173	Ooceraea biroi	105282709	0	live	LOC105282709	X777_09601	elongation of very long chain fatty acids protein AAEL008004	elongation of very long chain fatty acids protein AAEL008004		Un							
2015173	Ooceraea biroi	105282708	0	live	LOC105282708	X777_09600	uncharacterized LOC105282708	uncharacterized protein LOC105282708		Un							
2015173	Ooceraea biroi	105282705	0	live	LOC105282705	X777_09597	cationic amino acid transporter 2	cationic amino acid transporter 2|putative cationic amino acid transporter		Un							
2015173	Ooceraea biroi	105282704	0	live	LOC105282704	X777_09596	chondroitin proteoglycan 2	chondroitin proteoglycan 2		Un							
2015173	Ooceraea biroi	105282703	0	live	LOC105282703	X777_09592	quinone oxidoreductase-like protein 2	quinone oxidoreductase-like protein 2		Un							
2015173	Ooceraea biroi	105282702	0	live	LOC105282702	X777_09595	serine-rich adhesin for platelets	uncharacterized protein LOC105282702|nuclear pore complex protein DDB_G0274915 homolog		Un							
2015173	Ooceraea biroi	105282701	0	live	LOC105282701	X777_09343	uncharacterized LOC105282701	uncharacterized protein LOC105282701		Un							
2015173	Ooceraea biroi	105282699	0	live	LOC105282699	X777_09594	dipeptidase 1	dipeptidase 1		Un							
2015173	Ooceraea biroi	105282698	0	live	LOC105282698	X777_09590	putative leucine-rich repeat-containing protein DDB_G0290503	putative leucine-rich repeat-containing protein DDB_G0290503		Un							
2015173	Ooceraea biroi	105282697	0	live	LOC105282697	X777_09591	protein SMG8	protein SMG8		Un							
2015173	Ooceraea biroi	105282696	0	live	LOC105282696	X777_09587	60S ribosomal protein L14	60S ribosomal protein L14		Un							
2015173	Ooceraea biroi	105282695	0	live	LOC105282695	X777_09586	surfeit locus protein 1	surfeit locus protein 1		Un							
2015173	Ooceraea biroi	105282694	0	live	LOC105282694	X777_09584	glutamine synthetase 2 cytoplasmic	glutamine synthetase 2 cytoplasmic		Un							
2015173	Ooceraea biroi	105282693	0	live	LOC105282693	X777_08876	acetylcholine receptor subunit alpha-like	acetylcholine receptor subunit alpha-like|Acetylcholine receptor subunit alpha-like protein		Un							
2015173	Ooceraea biroi	105282692	0	live	LOC105282692	X777_08852	thyrotropin-releasing hormone-degrading ectoenzyme	thyrotropin-releasing hormone-degrading ectoenzyme|Aminopeptidase Q		Un							
2015173	Ooceraea biroi	105282691	0	live	LOC105282691	X777_08804	uncharacterized LOC105282691	uncharacterized protein LOC105282691		Un							
2015173	Ooceraea biroi	105282690	0	live	LOC105282690	X777_08877	GA-binding protein subunit beta-2	GA-binding protein subunit beta-2		Un							
2015173	Ooceraea biroi	105282688	0	live	LOC105282688	X777_08878	IQ domain-containing protein G	IQ domain-containing protein G		Un							
2015173	Ooceraea biroi	105282685	0	live	LOC105282685	X777_09344	uncharacterized LOC105282685	uncharacterized protein LOC105282685|Phospholipase A2 isozymes PA3A/PA3B/PA5		Un							
2015173	Ooceraea biroi	105282684	0	live	LOC105282684	X777_08874	uncharacterized LOC105282684	uncharacterized protein LOC105282684|Remodeling and spacing factor		Un							
2015173	Ooceraea biroi	105282683	0	live	LOC105282683	X777_08869	uncharacterized LOC105282683	uncharacterized protein LOC105282683|Spermatogenesis-associated protein		Un							
2015173	Ooceraea biroi	105282682	0	live	LOC105282682	X777_09342	ATP-dependent RNA helicase DHX8	ATP-dependent RNA helicase DHX8		Un							
2015173	Ooceraea biroi	105282681	0	live	LOC105282681	X777_08873	upstream stimulatory factor	upstream stimulatory factor 1|upstream stimulatory factor		Un							
2015173	Ooceraea biroi	105282680	0	live	LOC105282680	X777_08866	glucosylceramidase	glucosylceramidase		Un							
2015173	Ooceraea biroi	105282678	0	live	LOC105282678	X777_08865	venom acid phosphatase Acph-1	venom acid phosphatase Acph-1		Un							
2015173	Ooceraea biroi	105282677	0	live	LOC105282677	X777_08862	AMMECR1-like protein	AMMECR1-like protein		Un							
2015173	Ooceraea biroi	105282676	0	live	LOC105282676	X777_08864	uncharacterized protein CG5902	uncharacterized protein CG5902		Un							
2015173	Ooceraea biroi	105282675	0	live	LOC105282675	X777_08849	disks large 1 tumor suppressor protein	disks large 1 tumor suppressor protein		Un							
2015173	Ooceraea biroi	105282672	0	live	LOC105282672	X777_08854	elongation of very long chain fatty acids protein AAEL008004	elongation of very long chain fatty acids protein AAEL008004		Un							
2015173	Ooceraea biroi	105282671	0	live	LOC105282671	X777_09340	vacuolar protein sorting-associated protein 13D	vacuolar protein sorting-associated protein 13D		Un							
2015173	Ooceraea biroi	105282670	0	live	LOC105282670	X777_08856	disks large 1 tumor suppressor protein	disks large 1 tumor suppressor protein		Un							
2015173	Ooceraea biroi	105282669	0	live	LOC105282669	X777_08855	adenylate kinase isoenzyme 1-like										
2015173	Ooceraea biroi	105282668	0	live	LOC105282668	X777_08858	facilitated trehalose transporter Tret1	facilitated trehalose transporter Tret1		Un							
2015173	Ooceraea biroi	105282667	0	live	LOC105282667	X777_08860	facilitated trehalose transporter Tret1	facilitated trehalose transporter Tret1		Un							
2015173	Ooceraea biroi	105282666	0	live	LOC105282666	X777_08861	uncharacterized LOC105282666	uncharacterized protein LOC105282666		Un							
2015173	Ooceraea biroi	105282665	0	live	LOC105282665	X777_08847	uncharacterized LOC105282665	uncharacterized protein LOC105282665|BCL-6 corepressor		Un							
2015173	Ooceraea biroi	105282664	0	live	LOC105282664	X777_08845	protein ST7 homolog	protein ST7 homolog|ST7-like protein		Un							
2015173	Ooceraea biroi	105282663	0	live	LOC105282663	X777_08844	phosphatidylinositol 4-kinase beta	phosphatidylinositol 4-kinase beta		Un							
2015173	Ooceraea biroi	105282662	0	live	LOC105282662	X777_08842	ATP-dependent RNA helicase DDX54	ATP-dependent RNA helicase DDX54		Un							
2015173	Ooceraea biroi	105282661	0	live	LOC105282661	X777_08841	26S protease regulatory subunit 6B	26S protease regulatory subunit 6B		Un							
2015173	Ooceraea biroi	105282660	0	live	LOC105282660	X777_08839	dnaJ homolog subfamily C member 5	dnaJ homolog subfamily C member 5|cysteine string protein		Un							
2015173	Ooceraea biroi	105282657	0	live	LOC105282657	X777_08838	NAD(P)H-hydrate epimerase	NAD(P)H-hydrate epimerase|Apolipoprotein A-I-binding protein		Un							
2015173	Ooceraea biroi	105282656	0	live	LOC105282656	X777_08836	uncharacterized LOC105282656										
2015173	Ooceraea biroi	105282655	0	live	LOC105282655	X777_08837	sporulation-specific protein 15	LOW QUALITY PROTEIN: sporulation-specific protein 15		Un							
2015173	Ooceraea biroi	105282654	0	live	LOC105282654	X777_08835	ras-related protein Rab-5C	ras-related protein Rab-5C		Un							
2015173	Ooceraea biroi	105282652	0	live	LOC105282652	X777_08834	uncharacterized LOC105282652	uncharacterized protein LOC105282652|Protein CIP2A		Un							
2015173	Ooceraea biroi	105282651	0	live	LOC105282651	X777_08831	uncharacterized LOC105282651	uncharacterized protein LOC105282651		Un							
2015173	Ooceraea biroi	105282650	0	live	LOC105282650	X777_08832	uncharacterized LOC105282650	uncharacterized protein LOC105282650		Un							
2015173	Ooceraea biroi	105282649	0	live	LOC105282649	X777_08833	sialin	sialin		Un							
2015173	Ooceraea biroi	105282648	0	live	LOC105282648	X777_08830	protein spaetzle 3	protein spaetzle 3		Un							
2015173	Ooceraea biroi	105282646	0	live	LOC105282646	X777_08822	protein downstream neighbor of son homolog	protein downstream neighbor of son homolog|Downstream neighbor of son-like protein		Un							
2015173	Ooceraea biroi	105282645	0	live	LOC105282645	X777_08823	zinc finger and BTB domain-containing protein 14	zinc finger and BTB domain-containing protein 14|Sex determination protein fruitless		Un							
2015173	Ooceraea biroi	105282644	0	live	LOC105282644	X777_08824	probable G-protein coupled receptor CG31760	probable G-protein coupled receptor CG31760|putative G-protein coupled receptor		Un							
2015173	Ooceraea biroi	105282643	0	live	LOC105282643	X777_08826	PDZ and LIM domain protein 4	PDZ and LIM domain protein 4|uncharacterized protein LOC105282643|PDZ and LIM domain protein Zasp		Un							
2015173	Ooceraea biroi	105282642	0	live	LOC105282642	X777_08827	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11		Un							
2015173	Ooceraea biroi	105282640	0	live	LOC105282640	X777_08829	ring canal kelch homolog	ring canal kelch homolog|Ring canal kelch-like protein		Un							
2015173	Ooceraea biroi	105282639	0	live	LOC105282639	X777_08819	lachesin	lachesin|Neurotrimin		Un							
2015173	Ooceraea biroi	105282638	0	live	LOC105282638	X777_08818	serine/threonine-protein kinase mig-15	mitogen-activated protein kinase kinase kinase kinase 4|serine/threonine-protein kinase mig-15		Un							
2015173	Ooceraea biroi	105282637	0	live	LOC105282637	X777_09337, Cyclin-T	formin-J	formin-J|uncharacterized protein LOC105282637		Un							
2015173	Ooceraea biroi	105282636	0	live	LOC105282636	X777_08817	PHD finger protein 20	PHD finger protein 20|uncharacterized protein LOC105282636		Un							
2015173	Ooceraea biroi	105282635	0	live	LOC105282635	X777_08816	E3 ubiquitin-protein ligase MARCH8	E3 ubiquitin-protein ligase MARCH8		Un							
2015173	Ooceraea biroi	105282634	0	live	LOC105282634	X777_08815	E3 ubiquitin-protein ligase bre-1	E3 ubiquitin-protein ligase bre-1		Un							
2015173	Ooceraea biroi	105282632	0	live	LOC105282632	X777_08813	HEAT repeat-containing protein 6	HEAT repeat-containing protein 6		Un							
2015173	Ooceraea biroi	105282631	0	live	LOC105282631	X777_08814	PRKR-interacting protein 1 homolog	PRKR-interacting protein 1 homolog|PRKR-interacting protein 1-like protein		Un							
2015173	Ooceraea biroi	105282630	0	live	LOC105282630	X777_08812	uncharacterized LOC105282630	uncharacterized protein LOC105282630		Un							
2015173	Ooceraea biroi	105282629	0	live	LOC105282629	X777_08808	uncharacterized LOC105282629	uncharacterized protein LOC105282629		Un							
2015173	Ooceraea biroi	105282626	0	live	LOC105282626	X777_08811	janus kinase and microtubule-interacting protein 3	janus kinase and microtubule-interacting protein 3		Un							
2015173	Ooceraea biroi	105282625	0	live	LOC105282625	X777_08807	protein preli-like	protein preli-like|Protein preli-like protein		Un							
2015173	Ooceraea biroi	105282623	0	live	LOC105282623	X777_08785	uncharacterized LOC105282623	uncharacterized protein LOC105282623		Un							
2015173	Ooceraea biroi	105282621	0	live	LOC105282621	X777_08786	uncharacterized LOC105282621	uncharacterized protein LOC105282621		Un							
2015173	Ooceraea biroi	105282620	0	live	LOC105282620	X777_08787	uncharacterized LOC105282620										
2015173	Ooceraea biroi	105282619	0	live	LOC105282619	X777_08788	uncharacterized LOC105282619	uncharacterized protein LOC105282619		Un							
2015173	Ooceraea biroi	105282617	0	live	LOC105282617	X777_08790	uncharacterized LOC105282617	uncharacterized protein LOC105282617		Un							
2015173	Ooceraea biroi	105282616	0	live	LOC105282616	X777_08793	uncharacterized LOC105282616	uncharacterized protein LOC105282616		Un							
2015173	Ooceraea biroi	105282615	0	live	LOC105282615	X777_08794	uncharacterized LOC105282615	uncharacterized protein LOC105282615		Un							
